article,indiv,day_post_infection,pos_value,value,sample_type,location_grp,location_subgrp,sample_rep,sample_grp,sample_subgrp,organ_system,method_of_quant,assay_type,pcr_target_gene,pcr_protocol_type,assay_idx,inoc_route_grp,route_idx,dose_nose,dose_throat,dose_trachea,dose_lung,dose_gi,age_class_grp,age_idx,prob_geriatric,sex,sex_idx,prob_male,prob_female,animal_species,sp_idx,unit_rep,unit_subgrp,data_source,llod,lod_source,lloq,loq_source,viral_strain_rep,viral_strain_grp,treatment,animal_subspecies,age_class_rep,age_years,inoc_route_rep,inoc_route_subgrp,inoc_dose_units_rep,inoc_dose_TCID_per_mL,inoc_dose_pfu_per_mL,inoc_dose_total_mL,inoc_dose_total_TCID,inoc_dose_total_pfu,inoc_dose_IT_mL,inoc_dose_IN_mL,inoc_dose_OR_mL,inoc_dose_OC_mL,inoc_dose_IG_mL,inoc_dose_IV_mL,inoc_dose_IB_mL,inoc_dose_IT_pfu,inoc_dose_IT_TCID,inoc_dose_IN_pfu,inoc_dose_IN_TCID,inoc_dose_OR_pfu,inoc_dose_OR_TCID,inoc_dose_OC_pfu,inoc_dose_OC_TCID,inoc_dose_IG_pfu,inoc_dose_IG_TCID,inoc_dose_IV_pfu,inoc_dose_IV_TCID,inoc_dose_IB_pfu,inoc_dose_IB_TCID,inoc_dose_AE_pfu,inoc_dose_AE_TCID,article_doi,article_title,article_journal,preprint,indiv_rep,data_availability,cell_line,culture_assay,location_idx,study_location,first_upper_bound,first_lower_bound,peak_upper_bound,peak_observed_time,peak_observed_titer,peak_lower_bound,last_upper_bound,last_lower_bound,indiv_sample,group_number,ever_positive,has_peak,has_last_positive,has_titer
Baum et al. 2020,AB_AM81,1,1,2.967772553,Non-invasive,URT,Nose,Nasopharyngeal Swab,Nasopharyngeal Sample,Nasopharyngeal Swab,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 SGE/mL,log10 sgRNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),14.99794661,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AM81,Author correspondence,NA,NA,0,Bioqual,1,0,3,2,5.622707118,1,5,4,AB_AM81_Nose_sgRNA_E,NA,1,1,1,1
Baum et al. 2020,AB_AM81,1,1,6.001521705,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 GE/mL,log10 total RNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),14.99794661,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AM81,Author correspondence,NA,NA,1,Bioqual,1,0,5,3,7.092064147,1,Inf,5,AB_AM81_Lung_totRNA_N,NA,1,1,1,1
Baum et al. 2020,AB_AM81,1,1,3.447257287,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 SGE/mL,log10 sgRNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),14.99794661,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AM81,Author correspondence,NA,NA,1,Bioqual,1,0,5,3,4.930933757,1,Inf,5,AB_AM81_Lung_sgRNA_E,NA,1,1,1,1
Baum et al. 2020,AB_AV52,1,1,5.592958561,Non-invasive,URT,Nose,Nasopharyngeal Swab,Nasopharyngeal Sample,Nasopharyngeal Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 GE/mL,log10 total RNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),13.19644079,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AV52,Author correspondence,NA,NA,0,Bioqual,1,0,2,1,5.592958561,0,Inf,5,AB_AV52_Nose_totRNA_N,NA,1,1,1,1
Baum et al. 2020,AB_AV52,1,1,2.556512359,Non-invasive,URT,Nose,Nasopharyngeal Swab,Nasopharyngeal Sample,Nasopharyngeal Swab,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 SGE/mL,log10 sgRNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),13.19644079,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AV52,Author correspondence,NA,NA,0,Bioqual,1,0,2,1,2.556512359,0,2,1,AB_AV52_Nose_sgRNA_E,NA,1,1,1,1
Baum et al. 2020,AB_AV52,1,1,6.031788053,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 GE/mL,log10 total RNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),13.19644079,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AV52,Author correspondence,NA,NA,1,Bioqual,1,0,3,1,6.031788053,0,Inf,5,AB_AV52_Lung_totRNA_N,NA,1,1,1,1
Baum et al. 2020,AB_AV52,1,1,3.397448978,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,4.439332694,4.439332694,4.740362689,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 SGE/mL,log10 sgRNA copies/mL,Source data,1.698970004,Figure,Unknown,NA,USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,"Placebo (Control Group, Therapeutic Study)",Indian,Unknown (not specified),13.19644079,"IT, IN","IT, IN",pfu,78571.42857,55000,2,157142.8571,110000,1,1,NA,NA,NA,NA,NA,55000,78571.42857,55000,78571.42857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1126/science.abe2402,REGN-COV2 antibodies prevent and treat SARS-CoV-2 infection in rhesus macaques and hamsters,Science,No,AV52,Author correspondence,NA,NA,1,Bioqual,1,0,3,1,3.397448978,0,Inf,5,AB_AV52_Lung_sgRNA_E,NA,1,1,1,1
Blair et al. 2021,RB_RM1,7,1,4.645618738,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,14,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM1,Article,NA,NA,0,Tulane Primate Center,7,0,21,14,5.011553528,7,Inf,26,RB_RM1_Nose_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_RM1,14,1,3.667639706,Non-invasive,URT,Throat,Pharyngeal Swab,Pharyngeal Swab,Pharyngeal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,14,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM1,Article,NA,NA,1,Tulane Primate Center,14,0,26,14,3.667639706,0,26,14,RB_RM1_Throat_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_RM1,7,1,3.914713287,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,14,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM1,Article,NA,NA,1,Tulane Primate Center,7,0,21,14,4.433529826,7,21,14,RB_RM1_LoGI_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_RM1,7,1,7.101192445,Non-invasive,LRT,Lung,Bronchial Brush,Bronchial Sample,Bronchial Brush,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/brush,log10 total RNA copies/brush,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,14,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM1,Article,NA,NA,1,Tulane Primate Center,7,0,14,7,7.101192445,0,21,14,RB_RM1_Lung_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_RM2,7,1,9.151469846,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,13,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM2,Article,NA,NA,0,Tulane Primate Center,7,0,14,7,9.151469846,0,Inf,26,RB_RM2_Nose_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_RM2,7,1,6.815292707,Non-invasive,URT,Throat,Pharyngeal Swab,Pharyngeal Swab,Pharyngeal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,13,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM2,Article,NA,NA,1,Tulane Primate Center,7,0,21,7,6.815292707,0,26,21,RB_RM2_Throat_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_RM2,7,0,< LOD,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,13,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM2,Article,NA,NA,1,Tulane Primate Center,Inf,26,NA,NA,9999,NA,NA,NA,RB_RM2_LoGI_totRNA_N,NA,0,0,0,0
Blair et al. 2021,RB_RM2,7,1,4.09046968,Non-invasive,LRT,Lung,Bronchial Brush,Bronchial Sample,Bronchial Brush,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Adult,2,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/brush,log10 total RNA copies/brush,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,Indian,Adult,13,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,RM2,Article,NA,NA,1,Tulane Primate Center,7,0,21,7,4.09046968,0,21,7,RB_RM2_Lung_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM2,5,1,6.549075516,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Female,0,0,1,african green monkey,3,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM2,Article,NA,NA,0,Tulane Primate Center,5,0,7,5,6.549075516,0,Inf,22,RB_AGM2_Nose_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM2,5,1,7.247370897,Non-invasive,URT,Throat,Pharyngeal Swab,Pharyngeal Swab,Pharyngeal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Female,0,0,1,african green monkey,3,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM2,Article,NA,NA,1,Tulane Primate Center,5,0,7,5,7.247370897,0,Inf,22,RB_AGM2_Throat_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM2,5,1,3.987576895,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Female,0,0,1,african green monkey,3,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM2,Article,NA,NA,1,Tulane Primate Center,5,0,21,14,9.594102205,7,22,21,RB_AGM2_LoGI_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM2,7,1,6.667081636,Non-invasive,LRT,Lung,Bronchial Brush,Bronchial Sample,Bronchial Brush,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Female,0,0,1,african green monkey,3,log10 RNA copies/brush,log10 total RNA copies/brush,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM2,Article,NA,NA,1,Tulane Primate Center,7,0,22,21,7.482218806,14,Inf,22,RB_AGM2_Lung_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM3,5,1,8.749107785,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Male,1,1,0,african green monkey,3,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM3,Article,NA,NA,0,Tulane Primate Center,5,0,7,5,8.749107785,0,Inf,26,RB_AGM3_Nose_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM3,5,1,7.485015465,Non-invasive,URT,Throat,Pharyngeal Swab,Pharyngeal Swab,Pharyngeal Swab,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Male,1,1,0,african green monkey,3,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM3,Article,NA,NA,1,Tulane Primate Center,5,0,14,7,8.05973111,5,Inf,26,RB_AGM3_Throat_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM3,5,1,3.116275588,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Male,1,1,0,african green monkey,3,log10 RNA copies/swab,log10 total RNA copies/swab,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM3,Article,NA,NA,1,Tulane Primate Center,5,0,14,7,8.793669313,5,Inf,26,RB_AGM3_LoGI_totRNA_N,NA,1,1,1,1
Blair et al. 2021,RB_AGM3,7,1,6.151545433,Non-invasive,LRT,Lung,Bronchial Brush,Bronchial Sample,Bronchial Brush,Respiratory,RT-qPCR,totRNA,N,N1 amplicon,1,Multi-route (3+),3,5.844296758,6.242236767,6.066145508,0,0,Geriatric,3,1,Male,1,1,0,african green monkey,3,log10 RNA copies/brush,log10 total RNA copies/brush,"Source data, Figshare",1,Text,Unknown,NA,SARS-CoV-2/USA-WA1/2020,SARS-CoV-2/human/USA/WA1/2020,None,NA,Aged,16,"IT, IN, OR, CJ","IT, IN, OR, OC",pfu,1663594.47,1164516.129,3.1,5157142.857,3610000,1,1,1,0.1,NA,NA,NA,1164516.129,1663594.47,1164516.129,1663594.47,1164516.129,1663594.47,116451.6129,166359.447,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.ajpath.2020.10.016,"Acute Respiratory Distress in Aged, SARS-CoV-2-Infected African Green Monkeys but Not Rhesus Macaques",The American Journal of Pathology,No,AGM3,Article,NA,NA,1,Tulane Primate Center,7,0,14,7,6.151545433,0,Inf,26,RB_AGM3_Lung_totRNA_N,NA,1,1,1,1
